Origem;Destino;Peso;Volume;Natureza_Mercadoria;Tipo_Veiculo;Prazo_Entrega
Sao Bernardo do Campo-SP;Guaruja-SP;10.606.950;57;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Guaruja-SP;16.194.150;86;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sorocaba-SP;783.000;5;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sorocaba-SP;5.040.900;26;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Guaruja-SP;6.984.450;58;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Guaruja-SP;8.788.050;47;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Guaruja-SP;1.353.600;7;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Cotia-SP;954.000;9;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;579.600;9;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Jacarei-SP;45.586.800;684;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Braganca Paulista-SP;2.773.350;14;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;598.050;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.616.850;10;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;471.150;3;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Guarulhos-SP;157.950;1;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Guarulhos-SP;3.147.300;16;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Jacarei-SP;98.010.000;2814;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;33.110.000;1184;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Guarulhos-SP;469.800;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;9.439.650;70;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;866.250;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.159.800;25;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;157.950;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;156.600;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;692.100;6;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;84.560;7;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;941.100;15;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;2.416.000;200;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Cacapava-SP;463.500;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Niteroi-RJ;1.431.150;15;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Niteroi-RJ;19.442.200;279;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Pindamonhangaba-SP;241.600;20;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;48.772.210;667;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;260.000;20;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;49.400.000;956;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Vargem Grande Paulista-SP;45.360.000;2952;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;960.000;84;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;91.960.750;1316;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Jundiai-SP;59.071.340;765;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;9.163.190;550;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;8.986.910;458;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Jundiai-SP;59.071.340;765;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sorocaba-SP;86.014.980;1033;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.103.850;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;803.250;6;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.357.550;13;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.264.850;12;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;913.050;5;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Guarulhos-SP;100.000;8;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Guarulhos-SP;159.580.000;2367;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Guarulhos-SP;31.651.250;265;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.409.850;9;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.557.900;15;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.480.500;14;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.409.850;9;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Votorantim-SP;783.000;5;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Votorantim-SP;2.002.500;12;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Taubate-SP;2.002.500;12;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Cacapava-SP;1.001.250;6;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Sorocaba-SP;2.002.500;12;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.520.000;229;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;470.000;12;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Jundiai-SP;460.000;10;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;240.000;3;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.600.000;50;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Bernardo do Campo-SP;160.000;25;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Embu das Artes-SP;148.500;6;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sorocaba-SP;49.622.870;1388;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Araras-SP;3.768.860;39;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;759.800;16;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;22.335.400;192;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;1.488.000;20;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jacarei-SP;134.274.930;2446;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Itu-SP;12.565.413;63;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Jacarei-SP;32.469.480;564;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Jundiai-SP;51.453.980;1648;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;94.210.000;16903;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Jundiai-SP;102.495.410;2795;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;185.850;9;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sorocaba-SP;49.622.870;1388;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Jundiai-SP;51.453.980;1648;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Taubate-SP;598.050;3;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Taubate-SP;157.500;1;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;803.000;10;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;422.800;34;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;8.370.000;150;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;192.400;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.254.000;100;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;170.000;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Jundiai-SP;11.398.950;58;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;568.800;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Taubate-SP;2.579.850;14;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;535.500;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;14.263.650;73;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.795.950;9;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;401.850;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;8.462.250;45;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;491.400;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.087.000;16;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;5.286.150;28;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;819.000;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;298.600;4;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;324.450;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Salto-SP;14.262.750;73;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Jundiai-SP;93.855.000;7606;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Sorocaba-SP;983.480;35;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.243.600;17;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.736.450;15;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.080.800;10;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;646.200;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;12.312.000;63;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Varzea Paulista-SP;16.619.150;193;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;535.500;3;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;568.800;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;30.240.000;330;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;15.537.789;77;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;13.180.000;592;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Macae-RJ;93.120;2;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Campinas-SP;683.000;10;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;64.500;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;2.504.840;38;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;24.641.000;410;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Jacarei-SP;24.109.500;342;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Jundiai-SP;80.451.840;3776;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Jundiai-SP;62.682.800;860;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;93.120;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.380.000;58;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;60.020.350;676;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Franca-SP;10.560.000;75;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Vargem Grande Paulista-SP;9.410.000;220;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;41.543.530;507;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Pindamonhangaba-SP;241.600;20;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Itatiba-SP;23.364.450;117;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;269.550;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;35.260;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;469.800;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sorocaba-SP;38.055.100;515;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sorocaba-SP;4.414.950;20;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sorocaba-SP;156.600;1;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sorocaba-SP;3.987.000;27;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;12.918.220;872;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;8.803.290;522;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;35.173.600;381;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Guarulhos-SP;62.660.000;20041;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.096.200;7;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Cacapava-SP;1.932.210;139;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;7.858.800;41;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;7.324.650;38;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;31.732.200;163;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;231.750;3;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.890.350;23;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.967.750;24;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Cacapava-SP;1.784.250;11;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Sorocaba-SP;3.725.550;23;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Taubate-SP;1.879.650;12;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Votorantim-SP;2.785.500;17;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;6.949.800;43;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Campo Limpo Paulista-SP;104.400;1;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Taubate-SP;8.097.300;43;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;10.909.800;58;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;6.429.600;34;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Taubate-SP;2.735.550;15;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;13.342.050;72;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;16.461.450;85;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;15.039.000;78;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Taubate-SP;6.292.350;34;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;11.519.100;62;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sorocaba-SP;748.800;5;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.108.250;11;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;82.071.230;602;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;26.834.000;403;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Jose do Rio Preto-SP;2.502.000;45;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.580.000;31;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Jacarei-SP;15.693.400;446;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Presidente Prudente-SP;7.560.000;54;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Guarulhos-SP;585.450;18;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Guarulhos-SP;265.950;7;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Jundiai-SP;4.531.950;24;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sorocaba-SP;882.900;4;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sorocaba-SP;2.295.450;13;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.778.400;10;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sorocaba-SP;882.900;4;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;6.552.450;34;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;156.600;1;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Lorena-SP;6.017.400;31;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Itu-SP;1.951.200;10;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Itu-SP;2.073.150;12;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Salto-SP;2.358.000;13;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Pindamonhangaba-SP;2.453.850;14;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Jacarei-SP;1.951.200;10;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Jundiai-SP;11.275.200;56;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Jundiai-SP;2.424.150;13;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;8.993.250;48;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.334.950;18;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.709.000;14;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Salto-SP;783.000;5;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.471.050;9;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.103.850;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sorocaba-SP;11.806.200;61;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Taboao da Serra-SP;975.600;5;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sorocaba-SP;882.900;4;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;8.046.900;43;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;7.406.550;39;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;9.474.300;51;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Pindamonhangaba-SP;534.150;3;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;15.979.620;225;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;9.531.840;151;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.239.300;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.967.750;24;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;157.950;1;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Salto-SP;1.314.450;8;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;3.412.350;21;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Guarulhos-SP;2.506.050;16;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.602.250;23;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;6.980.400;43;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Santos-SP;10.531.350;56;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;5.508.450;29;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;5.350.050;28;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;8.032.950;43;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;491.400;3;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Jundiai-SP;3.115.809;17;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Praia Grande-SP;491.400;3;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Santos-SP;3.996.900;21;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;9.850.050;53;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.880.250;25;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Praia Grande-SP;9.154.350;49;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Sao Paulo-SP;29.680.200;156;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;9.841.500;52;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Guarulhos-SP;234.900;2;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;324.450;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Embu das Artes-SP;2.993.430;129;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;5.604.750;35;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;5.268.150;27;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;12.597.300;64;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;3.150.000;16;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;11.137.950;60;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Taubate-SP;3.546.450;20;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Taubate-SP;4.755.501;25;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;166.950;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.510.200;8;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.200.420;342;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.016.700;13;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;694.980;198;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.116.180;318;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Peruibe-SP;1.995.300;14;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Itanhaem-SP;6.754.950;36;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Mongagua-SP;1.252.800;8;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Peruibe-SP;2.036.700;13;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Itanhaem-SP;10.440.450;53;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Cubatao-SP;11.699.100;61;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Cubatao-SP;5.509.350;29;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.688.200;54;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.252.800;8;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Santos-SP;1.824.750;10;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;2.785.500;17;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;20.013.750;102;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;6.943.050;36;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;4.195.350;26;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;9.542.700;51;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;9.104.400;45;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;9.166.950;55;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;314.550;2;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;2.632.050;31;NESTLE;Iveco/ Master / Tran;72
